ESTATUS	ANIO	MES	TIPO	FRACCION	UMED	PAIS_O_D	ADUANA	MTRA	CANTIDAD	VAL_MNX	VAL_USD
Cifras Revisadas	2021	11	Importación	8518909999	Pza	CHN	19	7	1003859	32910543	1583349.14
Cifras Revisadas	2021	11	Importación	8518909999	Pza	CHN	53	1	8	7547	373.92
Cifras Revisadas	2021	11	Importación	8518909999	Pza	CHN	53	4	6	880	41.78
Cifras Revisadas	2021	11	Importación	8519300200	Pza	CHN	80	7	400	329018	15693.76
Cifras Revisadas	2021	11	Importación	8519810700	Pza	CHN	24	7	554	1432057	66464.48
Cifras Revisadas	2021	11	Importación	8519811000	Pza	CHN	73	7	17	36331	1665.15
Cifras Revisadas	2021	11	Importación	8519890100	Pza	CHN	24	7	2	8463	406.7
Cifras Revisadas	2021	11	Importación	8521900100	Pza	USA	24	7	2	48530	2320.99
Cifras Revisadas	2021	11	Importación	8523510100	Pza	MYS	30	7	21	29604	1410.86
Cifras Revisadas	2021	11	Exportación	8523510100	Pza	SGP	52	4	168	2239455	104495.21
Cifras Revisadas	2021	11	Importación	8523510100	Pza	KOR	19	7	2	5742	280
Cifras Revisadas	2021	11	Importación	8523510100	Pza	PHL	17	7	2	805	38.4
Cifras Revisadas	2021	11	Importación	8523510100	Pza	KOR	7	7	474061	1031824045	49456371.74
Cifras Revisadas	2021	11	Importación	8523510100	Pza	KOR	52	4	7862	68525613	3351122.55
Cifras Revisadas	2021	11	Importación	8523510100	Pza	ITA	48	4	2	22267	1102.71
Cifras Revisadas	2021	11	Exportación	8523519900	Kg	DEU	64	4	0.1	20789	996.61
Cifras Revisadas	2021	11	Exportación	8523520301	Kg	AUT	64	4	0.02	42	2.01
Cifras Revisadas	2021	11	Exportación	8523520301	Kg	CHN	47	4	45.364	170687	8252.89
Cifras Revisadas	2021	11	Exportación	8523520301	Kg	ARG	47	4	1333.374	3038101	145124.26
Cifras Revisadas	2021	11	Importación	8525800503	Pza	IRL	43	1	3	13904	688.87
Cifras Revisadas	2021	11	Importación	8525800503	Pza	CHN	40	7	778	1996834	95815.06
Cifras Revisadas	2021	11	Importación	8526929900	Pza	SWE	24	7	2	68902	3307
Cifras Revisadas	2021	11	Importación	8526929900	Pza	IDN	47	4	6	1151	56.25
Cifras Revisadas	2021	11	Importación	8527130100	Pza	CHN	30	7	1	8	0.39
Cifras Revisadas	2021	11	Importación	8527130200	Pza	CHN	11	1	14107	6079611	299585.41
Cifras Revisadas	2021	11	Importación	8527210100	Pza	VNM	51	1	393	1332398	61839.12
Cifras Revisadas	2021	11	Importación	8528520299	Pza	VNM	40	7	7	31463	1536.46
Cifras Revisadas	2021	11	Exportación	8528720600	Pza	JAM	11	1	532	3435499	166595.21
Cifras Revisadas	2021	11	Exportación	8528720600	Pza	USA	39	7	1	14437	700
Cifras Revisadas	2021	11	Exportación	8528720600	Pza	PAN	81	1	755	4550361	224340.3
Cifras Revisadas	2021	11	Exportación	8528720600	Pza	PRY	81	1	205	1210132	59661.49
Cifras Revisadas	2021	11	Exportación	8528720600	Pza	SLV	11	9	1265	3300420	159508.39
Cifras Revisadas	2021	11	Exportación	8528720600	Pza	PAN	16	1	306	2289279	112260.83
Cifras Revisadas	2021	11	Exportación	8528729900	Pza	USA	23	7	4	2927	143.02
Cifras Revisadas	2021	11	Exportación	8529100901	Kg	USA	24	7	19615.995	8467015	405756.66
Cifras Revisadas	2021	11	Exportación	8529100901	Kg	URY	43	1	54.4	9132	445.89
Cifras Revisadas	2021	11	Exportación	8529100901	Kg	CRI	37	7	358.24	57201	2746.6
Cifras Revisadas	2021	11	Exportación	8529100901	Kg	PRI	43	1	860	132699	6390.8
Cifras Revisadas	2021	11	Exportación	8529100901	Kg	CHL	16	1	0.09	920	44.1
Cifras Revisadas	2021	11	Exportación	8529100902	Kg	NIC	37	7	20359	1620371	77868.01
Cifras Revisadas	2021	11	Exportación	8529100905	Kg	GBR	43	1	30	24159	1188.61
Cifras Revisadas	2021	11	Exportación	8529100906	Kg	ZYA	81	1	185.907	184331	8847.1
Cifras Revisadas	2021	11	Exportación	8529100906	Kg	USA	19	7	252.239	2745128	134852.8
Cifras Revisadas	2021	11	Exportación	8529100999	Kg	USA	47	4	4	4	0.18
Cifras Revisadas	2021	11	Exportación	8529100999	Kg	USA	52	4	1	7637	366.11
